Key,Desc,English,Russian,Spanish,Chinese (Simplified),Belarusian,French,German,Italian,Japanese,Korean,,Turkish,Ukrainian
12_Forest_Dark_Entr_bunner,,"It's very dark, but you're on your way to the dragon's lair anyway, there's a dark, dense forest ahead","Сильно стемнело, но вы все равно вы отправляетесь в путь к логову дракона, впереди темный густой лес","Ha oscurecido por completo, pero aun así emprendes el viaje hacia la guarida del dragón. Frente a ti se alza un bosque denso y sombrío",,,,,,,,,,
12_Forest_Dark_Entr_cardLeft,,Go through the forest,Идти через лес,Atravesar el bosque,,,,,,,,,,
12_Forest_Dark_Entr_cardLeft_REV,,You decide that going through the forest will be faster,"Вы решаете, что пройти лес насквозь будет быстрее",Decides que atravesar el bosque será más rápido,,,,,,,,,,
12_Forest_Dark_Entr_cardRight,,Bypass the forest,Обойти лес ,Rodear el bosque,,,,,,,,,,
12_Forest_Dark_Entr_cardRight_REV,,You walk towards the forest bypass but the path is blocked by the demo police and asks you to go through the forest,"Вы идете в сторону обхода леса, но путь вам преграждает полиция демоверсии и просит вас пройти через лес","Te diriges a rodear el bosque, pero la policía de la versión de prueba bloquea tu camino y te exige atravesarlo",,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
13_Poput_bunner,,"At the very edge of the forest, an old man is sitting on a stump","У самого края леса, на пеньке сидит старик","En el mismo borde del bosque, un anciano está sentado sobre un tocón",,,,,,,,,,
13_Poput_cardLeft,,Pass by,Пройти мимо,Pasar de largo,,,,,,,,,,
13_Poput_cardLeft_REV,,You don't pay attention to the old man,Вы не обращаете внимания на старика,No prestas atención al anciano,,,,,,,,,,
13_Poput_cardRight,,Talk to the old man,Заговорить со стариком,Hablar con el anciano,,,,,,,,,,
13_Poput_cardRight_REV,,The old man cheered up at the sight of you,Старик  взбодрился при виде вас,El anciano se animó al verte,,,,,,,,,,
13_Poput_cardRight_REV_NO,,The old man understood that you want to go through the forest,"Старик понял, что вы хотите пройти лес насквозь",El anciano comprendió que deseas atravesar el bosque,,,,,,,,,,
13_5_RogueLager_bunner,,"You hear rough voices, the crackle of a fire and the clang of metal","Вы слышите грубые голоса, треск костра и звон металла","Escuchas voces rudas, el crepitar de una fogata y el tintineo del metal",,,,,,,,,,
13_5_RogueLager_cardLeft,,Sneak up and try to find out what's valuable,Подкрасться и попытаться разузнать что там есть ценного,Acercarse sigilosamente e intentar averiguar qué hay de valor,,,,,,,,,,
13_5_RogueLager_cardLeft_REV,,"You carefully, trying not to make any noise, try to steal the bag of coins, but the bandits notice you!","Вы аккуратно, стараясь не шуметь, пытаетесь стащить мешок с монетами, но разбойники вас замечают!","Con cuidado y sin hacer ruido, intentas robar un saco de monedas, pero los bandidos te descubren",,,,,,,,,,
13_5_RogueLager_cardRight,,To try to sneak around the camp,Попробовать незаметно обойти лагерь,Intentar rodear el campamento sin ser visto,,,,,,,,,,
13_5_RogueLager_cardRight_REV,,You decide not to push your luck and make your way around the camp. The noise of the fire and voices drown out your footsteps,Вы решаете не испытывать судьбу и обходите лагерь. Шум костра и голоса заглушают ваши шаги,Decides no tentar la suerte y rodeas el campamento. El crepitar del fuego y las voces ahogan el sonido de tus pasos,,,,,,,,,,
13_5_RogueLagerCatch_bunner,,You've been caught!,Вас поймали!,¡Te han atrapado!,,,,,,,,,,
13_5_RogueLagerCatch_cardLeft,,Try to buy off the bandits by promising them gold,Попытаться откупиться от разбойников пообещав им золото,Intentar sobornar a los bandidos prometiéndoles oro,,,,,,,,,,
13_5_RogueLagerCatch_cardLeft_REV_YES,,The bandits took all the gold and threw you out of the camp,"Разбойники отобрали все золото, и вышвырнули вас из лагеря",Los bandidos te arrebatan todo el oro y te echan del campamento,,,,,,,,,,
13_5_RogueLagerCatch_cardLeft_REV_NO,,"The bandits hung you from your own rope, head down near the camp.","Разбойники подвесили вас на вашей же веревке, головой вниз рядом с лагерем",Los bandidos te colgaron boca abajo con tu propia cuerda cerca del campamento,,,,,,,,,,
13_5_RogueLagerCatch_cardRight,,You remember a guy once gave you an interesting coin,"Вы вспоминаете что один парень когда - то давно, дал вам интересную монету","Recuerdas que, hace mucho tiempo, un hombre te dio una moneda interesante",,,,,,,,,,
13_5_RogueLagerCatch_cardRight_REV,,"Turns out the bandits aren't interested in collecting, so they just threw you down the slope","Оказалось, что разбойники не интересуются коллекционированием, и они просто скинули вас со склона","Resultó que los bandidos no eran aficionados a la numismática, así que simplemente te arrojaron por la ladera",,,,,,,,,,
13_5_RLager_Avoid_bunner,,You've been walking along the forest path for a long time and it's getting dark,Вы долго идете по лесной тропе и уже совсем стемнело,"Caminas durante mucho tiempo por el sendero del bosque, y la noche ha caído por completo",,,,,,,,,,
13_5_RLager_Avoid_cardLeft,,Light the torch,Зажечь факел,Encender la antorcha,,,,,,,,,,
13_5_RLager_Avoid_cardLeft_REV,,The road is much more pleasant by torchlight,При свете факела дорога гораздо приятнее,"Con la luz de la antorcha, el camino se vuelve mucho más agradable",,,,,,,,,,
13_5_RLager_Avoid_cardRight,,Walk in the dark,Идти в темноте,Avanzar en la oscuridad,,,,,,,,,,
13_5_RLager_Avoid_cardRight_REV,,You trip over a snag and bang your head against a tree,Вы спотыкаетесь о корягу и бьетесь головой о дерево,Tropiezas con una raíz y te golpeas la cabeza contra un árbol,,,,,,,,,,
14_ShalashAlone_bunner,,"Along the way, you come across a small shack",По пути вам встречается небольшой шалаш,"En el camino, te encuentras con una pequeña choza",,,,,,,,,,
14_ShalashAlone_cardLeft,,Stay until morning,Остаться до утра,Quedarse hasta el amanecer,,,,,,,,,,
14_ShalashAlone_cardLeft_REV,,You stayed in the shack until morning,Вы остались в шалаше до утра,Te quedaste en la choza hasta el amanecer,,,,,,,,,,
14_ShalashAlone_cardRight,,Moving on,Двигаться дальше,Seguir adelante,,,,,,,,,,
14_ShalashAlone_cardRight_REV,,The road wasn't easy,Дорога была не легкой,El camino no fue fácil,,,,,,,,,,
14_OldMan_HaveGold_bunner,,"The old man says that the forest is very dangerous at this time of year and offers to guide you, but not for free, but for 3 gold","Старик говорит что лес, в это время года очень опасен и предлагает провести вас, но не бесплатно а за 3 золотых","El anciano dice que el bosque es muy peligroso en esta época del año y ofrece guiarte, pero no gratis, sino por 3 piezas de oro",,,,,,,,,,
